match_id,venue,inning,batting_team,bowling_team,over,ball,batsman,bowler,runs_scored,wicket,total_runs,wickets_fallen,balls_bowled,balls_remaining,current_run_rate,powerplay
1,Ahmedabad,2,New Zealand,India,19,3,Kane Williamson,Hardik Pandya,4,0,337,9,111,9,3.04,0
1,Ahmedabad,2,New Zealand,India,19,4,Glenn Phillips,Hardik Pandya,0,0,337,9,112,8,3.01,0
1,Ahmedabad,2,New Zealand,India,19,5,Rachin Ravindra,Hardik Pandya,1,0,338,9,113,7,2.99,0
1,Ahmedabad,2,New Zealand,India,19,6,Daryl Mitchell,Hardik Pandya,4,0,342,9,114,6,3.0,0
1,Ahmedabad,2,New Zealand,India,20,1,Kane Williamson,Jasprit Bumrah,3,0,345,9,115,5,3.0,0
1,Ahmedabad,2,New Zealand,India,20,2,Daryl Mitchell,Jasprit Bumrah,3,0,348,9,116,4,3.0,0
1,Ahmedabad,2,New Zealand,India,20,3,Rachin Ravindra,Jasprit Bumrah,2,0,350,9,117,3,2.99,0
1,Ahmedabad,2,New Zealand,India,20,4,Rachin Ravindra,Jasprit Bumrah,6,0,356,9,118,2,3.02,0
1,Ahmedabad,2,New Zealand,India,20,5,Kane Williamson,Jasprit Bumrah,0,0,356,9,119,1,2.99,0
1,Ahmedabad,2,New Zealand,India,20,6,Glenn Phillips,Jasprit Bumrah,0,0,356,9,120,0,2.97,0
